,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
3374,LA,Donovan,Landon,F,"$  4,250,000.00","$        4,583,333.33",2014
3375,NE,Dorman,Andy,M,"$     135,000.00","$           135,000.00",2014
3376,KC,Dovale,Toni,D,"$     180,000.00","$           185,000.00",2014
3377,DC,Doyle,Conor,F,"$       48,500.00","$             49,750.00",2014
3378,HOU,Driver,Andrew,M,"$     130,000.00","$           144,583.33",2014
3379,MTL,Duka,Dilaver,M,"$     165,000.00","$           190,000.00",2014
3380,KC,Duke,Christian,D,"$       36,500.00","$             36,500.00",2014
3381,LA,Dunivant,Todd,D,"$     140,000.00","$           160,750.00",2014
3382,CHV,Dunn,Matthew,M,"$       48,500.04","$             48,500.04",2014
3383,NY,Duvall,Chris,D,"$       36,504.00","$             36,504.00",2014
3384,KC,Dwyer,Dom,F,"$       80,000.00","$             92,500.00",2014
3385,DC,Dykstra,Andrew,GK,"$       48,825.00","$             48,825.00",2014
3386,CHI,Earnshaw,Robert,F,"$     204,000.00","$           206,250.00",2014
3387,NY,Eckersley,Richard,D,"$     255,000.00","$           373,333.33",2014
3388,PHI,Edu,Maurice,M,"$     650,000.00","$           650,000.00",2014
3389,KC,Ellis,Kevin,D,"$       48,825.00","$             49,575.00",2014
3390,COL,Eloundou,Charles,F,"$       48,825.00","$             53,825.00",2014
3391,DAL,Escobar,Andres,F,"$     625,000.00","$           647,000.00",2014
3392,DC,Espindola,Fabian,F,"$     150,000.00","$           150,000.00",2014
3393,DC,Estrada,David,F,"$       48,825.00","$             48,825.00",2014
3394,SEA,Evans,Brad,F,"$     267,665.00","$           293,666.25",2014
3395,POR,Evans,Steven,M,"$       48,825.00","$             53,825.00",2014
3396,PHI,Fabinho,,D,"$       96,000.00","$           100,500.00",2014
3397,NE,Fagundez,Diego,F,"$     110,000.00","$           137,200.00",2014
3398,NE,Farrell,Andrew,D,"$       95,000.00","$           176,000.00",2014
3399,KC,Feilhaber,Benny,M,"$     325,000.00","$           337,187.50",2014
3400,PHI,Fernandes,Leo,M,"$       48,500.00","$             48,500.00",2014
3401,RSL,Fernandez,Eduardo,GK,"$       36,500.00","$             36,500.00",2014
3402,POR,Fernandez,Gaston,F,"$     150,000.00","$           150,000.00",2014
3403,DAL,Fernandez,Raul,GK,"$     160,000.00","$           247,500.00",2014
3404,VAN,Fernandez,Sebastian,M,"$     143,000.00","$           143,000.00",2014
3405,MTL,Ferrari,Matteo,D,"$     300,000.00","$           355,475.00",2014
3406,RSL,Findley,Robbie,F,"$     215,000.00","$           245,500.00",2014
3407,CLB,Finlay,Ethan,F,"$       50,847.50","$             65,847.50",2014
3408,CHV,Finley,Ryan,F,"$       51,150.00","$             78,650.00",2014
3409,POR,Fochive,George,M,"$       36,500.00","$             36,500.00",2014
3410,CHI,Fondy,Matthew,F,"$       48,500.00","$             48,500.00",2014
3411,SEA,Ford,Josh,GK,"$       48,500.00","$             50,239.94",2014
3412,SJ,Francis,Shaun,D,"$       55,000.00","$             57,889.79",2014
3413,CLB,Francis,Waylon,D,"$     125,000.00","$           153,875.00",2014
3414,CHI,Franco,Marco,D,"$       36,500.00","$             36,500.00",2014
3415,DC,Franklin,Sean,D,"$     178,333.32","$           209,999.99",2014
3416,SEA,Frei,Stefan,GK,"$     150,000.00","$           150,000.00",2014
3417,CLB,Friedman,Ross,D,"$       36,500.00","$             36,500.00",2014
3418,LA,Friend,Rob,F,"$       85,000.00","$             91,000.00",2014
3419,VAN,Froese,Kianz,M-F,"$       44,004.00","$             48,504.00",2014
3420,SJ,Fucito,Michael,MF,"$       57,750.00","$             60,639.79",2014
3421,PHI,Gaddis,Raymon,D,"$       52,313.00","$             52,313.00",2014
3422,MTL,Gagnon-Lapare,Jeremy,M,"$       36,504.00","$             40,504.00",2014
3423,CLB,Gall,Romain,M,"$       48,504.00","$             51,885.93",2014
3424,POR,Gallego,Bryan,D,"$       36,500.00","$             36,750.00",2014
3425,DAL,Garcia,Danny,M,"$       55,000.00","$             71,000.00",2014
3426,RSL,Garcia,Olmes,F,"$     125,000.00","$           125,000.00",2014
3427,LA,Garcia,Rafael,M,"$       48,825.00","$             48,825.00",2014
3428,,Gardner,Joshua,M,"$       70,000.00","$             70,000.00",2014
3429,LA,Gargan,Dan,D,"$       48,500.00","$             48,500.00",2014
3430,HOU,Garrido,Luis,M,"$     150,000.00","$           150,000.00",2014
3431,CLB,Gehrig,Eric,M,"$       48,825.00","$             48,825.00",2014
3432,CLB,George,Kevan,M,"$       48,825.00","$             48,825.00",2014
3433,RSL,Gil,Luis,M,"$     220,000.00","$           315,083.33",2014
3434,RSL,Glad,Justen,D,"$       36,500.00","$             47,500.00",2014
3435,POR,Gleeson,Jake,GK,"$       66,000.00","$             69,493.44",2014
3436,TOR,Goncalves,Jackson,D,"$     150,000.00","$           202,500.00",2014
3437,NE,Goncalves,Jose,D,"$     450,000.00","$           479,375.00",2014
3438,DAL,Gonzalez,Jesse,GK,"$       48,500.00","$             48,500.00",2014
3439,SEA,Gonzalez,Leonardo,D,"$     150,000.00","$           150,000.00",2014
3440,LA,Gonzalez,Omar,D,"$  1,000,000.00","$        1,250,000.00",2014
3441,MTL,Gonzalez,Santiago,M/F,"$       50,000.00","$             50,000.00",2014
3442,SJ,Goodson,Clarence,D,"$     315,000.00","$           342,000.00",2014
3443,LA,Gordon,Alan,F,"$     185,000.00","$           206,666.67",2014
3444,SJ,Gorlitz,Andreas,D,"$       90,000.00","$             99,737.19",2014
3445,RSL,Grabavoy,Ned,M,"$     160,000.00","$           175,000.00",2014
3446,RSL,Grossman,Cole,M,"$       48,825.00","$             48,825.00",2014
3447,KC,Gruenebaum,Andy,GK,"$       85,000.00","$             85,000.00",2014
3448,TOR,Hagglund,Nick,D,"$       48,500.00","$             48,500.00",2014
3449,SEA,Hahnemann,Marcus,GK,"$       65,000.00","$             65,000.00",2014
3450,COL,Hairston,Marlon,M,"$       70,000.00","$             93,000.00",2014
3451,TOR,Hall,Jeremy,D,"$     105,000.00","$           115,000.00",2014
3452,HOU,Hall,Tally,GK,"$     200,000.00","$           213,500.00",2014
3453,DC,Hamid,Bill,GK,"$     100,000.00","$           114,750.00",2014
3454,TOR,Hamilton,Jordan,F,"$       60,000.00","$             72,500.00",2014
3455,SJ,Harden,Ty,D,"$       68,250.00","$             71,665.21",2014
3456,POR,Harrington,Michael,M-D,"$     125,000.00","$           125,000.00",2014
3457,SJ,Harris,Atiba,M-F,"$     181,500.00","$           189,775.00",2014
3458,VAN,Harvey,Jordan,D,"$     123,750.00","$           123,750.00",2014
3459,DAL,Hedges,Matt,D,"$     120,000.00","$           120,000.00",2014
3460,TOR,Henry,Doneil,D,"$       75,000.00","$             87,083.33",2014
3461,NY,Henry,Thierry,F,"$  3,750,000.00","$        4,350,000.00",2014
3462,PHI,Hernandez,Cristhian,M,"$       72,500.00","$             74,375.00",2014
3463,SJ,Hernandez,Jason,D,"$     210,000.00","$           213,333.33",2014
3464,DAL,Hernandez,Moises,D,"$       48,825.00","$             50,450.00",2014
3465,CLB,Higuain,Federico,M-F,"$     580,000.00","$           744,000.00",2014
3466,COL,Hill,Kamani,M,"$       48,825.00","$             48,825.00",2014
3467,LA,Hoffman,Chandler,F,"$       48,500.00","$             48,500.00",2014
3468,DAL,Hollingshead,Ryan,M,"$       48,500.00","$             48,500.00",2014
3469,PHI,Hoppenot,Antoine,F,"$       54,450.00","$             54,450.00",2014
3470,HOU,Horst,David,D,"$       70,000.00","$             72,750.00",2014
3471,VAN,Hurtado,Erik,F/M,"$       51,150.00","$             86,150.00",2014
3472,CHV,Hurtado,Jhon Kennedy,D,"$     210,000.00","$           210,000.00",2014
3473,LA,Husidic,Baggio,M,"$       90,000.00","$             90,000.00",2014
3474,CHI,Ianni,Patrick,D,"$     150,000.00","$           150,000.00",2014
3475,NE,Imbongo,Dimitry,F,"$     112,500.00","$           122,375.00",2014
3476,DC,Inkoom,Samuel,D,"$       84,000.00","$           103,875.00",2014
3477,COL,Irwin,Clint,GK,"$       75,000.00","$             87,000.00",2014
3478,LA,Ishizaki,Stefan,M,"$     200,000.00","$           213,000.00",2014
3479,NE,Jackson,Larry,GK,"$       36,504.00","$             36,504.00",2014
3480,MTL,Jackson-Hamel,Anthony,F,"$       36,504.00","$             36,504.00",2014
3481,NYCFC,Jacobson,Andrew,M,"$     180,000.00","$           180,000.00",2014
3482,SJ,Jahn,Adam,F,"$       48,500.00","$             48,500.00",2014
3483,RSL,Jaime,Sebastian,F,"$     216,000.00","$           216,000.00",2014
3484,LA,Jamieson,Bradford,F,"$       36,500.00","$             36,500.00",2014
3485,CHV,Jean-Baptiste,Andrew,D,"$       80,000.00","$             95,000.00",2014
3486,DC,Jeffrey,Jared,M,"$       65,000.00","$             71,200.00",2014
3487,POR,Jewsbury,Jack,D,"$     115,000.00","$           132,500.00",2014
3488,CLB,Jimenez,Hector,M,"$       75,000.00","$             75,000.00",2014
3489,DAL,John,George,D,"$     300,000.00","$           326,666.67",2014
3490,DC,Johnson,Eddie,F,"$     505,000.00","$           613,333.33",2014
3491,HOU,Johnson,Jason,F,"$       80,000.00","$           121,000.00",2014
3492,CHI,Johnson,Sean,GK,"$     250,000.00","$           253,000.00",2014
3493,POR,Johnson,Will,F,"$     300,000.00","$           325,000.00",2014
3494,NE,Jones,Jermaine,M,"$  3,000,000.00","$        3,252,500.00",2014
3495,NE,Joseph,Shalrie,M,"$     248,500.00","$           294,000.00",2014
3496,CHI,Joya,Benji,M,"$       48,504.00","$             53,504.00",2014
3497,KC,Juliao,Igor,D,"$       48,500.00","$             48,500.00",2014
3498,CHI,Jumper,Hunter,D,"$       48,500.00","$             48,500.00",2014
3499,LA,Juninho,,M,"$     325,000.00","$           325,000.00",2014
3500,TOR,Junior,Gilberto,F,"$  1,145,000.00","$        1,205,000.00",2014
3501,KC,Kafari,Michael,M,"$       36,504.00","$             36,504.00",2014
3502,POR,Kah,Pa Modou,D,"$     240,000.00","$           245,000.00",2014
3503,CHV,Kaji,Akira,D,"$       48,504.00","$             48,504.00",2014
3504,ORL,Kaka,,M,"$  6,660,000.00","$        7,167,500.00",2014
3505,CHI,Kann,Alec,GK,"$       48,500.00","$             48,500.00",2014
3506,LA,Keane,Robbie,F,"$  4,500,000.00","$        4,500,000.00",2014
3507,DAL,Keel,Stephen,D,"$       48,825.00","$             48,825.00",2014
3508,DC,Kemp,Taylor,D,"$       36,504.00","$             36,504.00",2014
3509,KC,Kempin,Jonathan,GK,"$       70,000.00","$             77,083.33",2014
3510,CHV,Kennedy,Dan,GK,"$     211,750.00","$           213,416.67",2014
3511,NY,Kimura,Kosuke,D,"$     105,000.00","$           105,000.00",2014
3512,CHI,Kinney,Steven,D,"$       48,825.00","$             48,825.00",2014
3513,DC,Kitchen,Perry,D,"$     143,500.00","$           228,950.00",2014
3514,COL,Klute,Chris,D,"$       75,000.00","$             80,144.10",2014
3515,COL,Knight,Zat,D,"$     120,000.00","$           139,583.33",2014
3516,NE,Knighton,Brad,GK,"$       78,100.00","$             80,700.00",2014
3517,SJ,Knutsen,Billy,GK,"$       36,504.00","$             36,504.00",2014
3518,NE,Kobayashi,Daigo,M,"$     125,000.00","$           136,666.67",2014
3519,VAN,Koffie,Gershon,M,"$     200,000.00","$           211,000.00",2014
3520,TOR,Konopka,Chris,GK,"$       60,000.00","$             60,000.00",2014
3521,DC,Korb,Chris,D,"$       90,000.00","$             97,298.33",2014
3522,SJ,Koval,JJ,M,"$       48,500.00","$             48,500.00",2014
3523,SEA,Kovar,Aaron,M,"$       48,500.00","$             48,700.00",2014
3524,MTL,Krol,Krzysztof,D,"$     153,000.00","$           153,000.00",2014
3525,KC,Kronberg,Eric,GK,"$     120,000.00","$           120,000.00",2014
3526,VAN,Laba,Matias,M,"$     300,000.00","$           300,000.00",2014
3527,COL,LaBrocca,Nick,M,"$     135,000.00","$           153,333.33",2014
3528,NY,Lade,Connor,D,"$       57,750.00","$             61,963.21",2014
3529,PHI,Lahoud,Michael,M,"$       99,000.00","$           102,333.33",2014
3530,CLB,Lampson,Matt,GK,"$       48,825.00","$             48,825.00",2014
3531,CHI,Larentowicz,Jeff,D,"$     245,000.00","$           251,000.00",2014
3532,MTL,Larrea,Gorka,M,"$       48,500.04","$             48,500.04",2014
3533,PHI,Le Toux,Sebastian,M,"$     250,000.00","$           262,812.50",2014
3534,MTL,Lefevre,Wandrille,M,"$       48,500.00","$             48,500.00",2014
3535,SJ,Lenhart,Steven,F,"$     250,000.00","$           257,500.00",2014
3536,VAN,Leveron,Johnny,D,"$       80,000.00","$             91,187.50",2014
3537,VAN,Lewis,Andre,M,"$       48,500.00","$             53,500.00",2014
3538,HOU,Lisch,Michael,GK,"$       36,504.00","$             36,504.00",2014
3539,CHV,Lochhead,Tony,D,"$     125,000.00","$           125,000.00",2014
3540,SEA,Long,Aaron,M,"$       36,504.00","$             36,504.00",2014
3541,HOU,Lopez,Alexander,M,"$       90,000.00","$           110,000.00",2014
3542,RSL,Lopez,Benjamin,F,"$       48,500.00","$             51,105.43",2014
3543,KC,Lopez,Mikey,M,"$       85,000.00","$           157,000.00",2014
3544,TOR,Lovitz,Daniel,M,"$       36,504.00","$             36,504.00",2014
3545,SEA,Lowe,Damion,D,"$       57,500.00","$             68,500.00",2014
3546,DAL,Loyd,Zach,M,"$     155,000.00","$           176,666.67",2014
3547,NY,Lozano,Armando,D,"$     120,000.00","$           130,000.00",2014
3548,DAL,Luccin,Peter,M,"$       75,000.00","$           114,333.33",2014
3549,NY,Luyindula,Peguy,F,"$       90,000.00","$             90,000.00",2014
3550,PHI,MacMath,Zac,GK,"$     120,000.00","$           120,000.00",2014
3551,CHI,Magee,Mike,F,"$     350,000.00","$           417,500.00",2014
3552,PHI,Maidana,Cristian,F,"$     185,000.00","$           198,750.00",2014
3553,MTL,Mallace,Calum,M,"$       50,848.00","$             65,848.00",2014
3554,VAN,Manneh,Kekuta,F,"$       70,000.00","$             99,500.00",2014
3555,TOR,Mannella,Chris,M,"$       36,504.00","$             36,504.00",2014
3556,RSL,Mansally,Kenny,F,"$       65,000.00","$             72,000.00",2014
3557,MTL,Mapp,Justin,M,"$     162,250.00","$           174,750.00",2014
3558,PHI,Marquez,Richard,D,"$       36,504.00","$             36,504.00",2014
3559,SEA,Marshall,Chad,D,"$     270,000.00","$           286,666.67",2014
3560,DC,Martin,Collin,M,"$       55,000.00","$             69,166.67",2014
3561,COL,Martin,Jose,M,"$     230,000.00","$           261,000.00",2014
3562,MTL,Martins,Felipe,M,"$     160,000.00","$           192,500.00",2014
3563,SEA,Martins,Obafemi,F,"$  1,620,000.00","$        1,753,333.33",2014
3564,VAN,Mattocks,Darren,F,"$     140,000.00","$           232,000.00",2014
3565,RSL,Maund,Aaron,D,"$       36,500.00","$             40,250.00",2014
3566,PHI,Mbolhi,Rais,GK,"$     240,000.00","$           240,000.00",2014
3567,LA,McBean,Jack,F,"$       48,500.00","$             48,500.00",2014
3568,NE,McCarthy,Stephen,M,"$     101,332.00","$           132,582.00",2014
3569,NY,McCarty,Dax,M,"$     200,000.00","$           242,500.00",2014
3570,MTL,McInerney,Jack,F,"$     230,000.00","$           294,166.67",2014
3571,POR,McKenzie,Rauwshan,D,"$       48,825.00","$             48,825.00",2014
3572,PHI,McLaughlin,James,M,"$       66,000.00","$             75,000.00",2014
3573,CHV,McNamara,Thomas,M,"$       48,500.00","$             60,000.00",2014
3574,NY,Meara,Ryan,GK,"$       68,250.00","$             69,500.00",2014
3575,KC,Medranda,Jimmy,M,"$       48,504.00","$             48,504.00",2014
3576,,Melia,Tim,GK,"$       70,000.00","$             75,000.00",2014
3577,LA,Mendiola,Raul,F,"$       36,500.00","$             36,500.00",2014
3578,CLB,Meram,Justin,F,"$       67,452.00","$             91,827.00",2014
3579,SJ,Meredith,Bryan,GK,"$       48,500.00","$             48,500.00",2014
3580,MTL,Messoudi,Zakaria,M,"$       36,504.00","$             36,504.00",2014
3581,LA,Meyer,Tommy,D,"$       50,848.00","$             64,598.00",2014
3582,VAN,Mezquida,Nicolas,M-F,"$       65,000.00","$             65,000.00",2014
3583,NY,Miazga,Matt,D,"$       65,000.00","$             71,250.00",2014
3584,MTL,Miller,Eric,M/D,"$       57,500.00","$             68,500.00",2014
3585,NY,Miller,Roy,M,"$     200,000.00","$           200,000.00",2014
3586,CHV,Minda,Oswaldo,M,"$     150,000.00","$           168,750.00",2014
3587,VAN,Mitchell,Carlyle,D,"$       48,825.00","$             50,075.00",2014
3588,DAL,Moffat,Adam,M,"$     165,000.00","$           176,608.33",2014
3589,ORL,Molino,Kevin,M,"$       60,000.00","$             71,400.00",2014
3590,COL,Moor,Drew,D,"$     235,000.00","$           247,000.00",2014
3591,TOR,Moore,Luke,F,"$     120,000.00","$           128,333.33",2014
3592,RSL,Morales,Javier,M,"$     300,000.00","$           300,000.00",2014
3593,VAN,Morales,Pedro,M,"$  1,190,000.00","$        1,410,900.00",2014
3594,TOR,Morgan,Ashtone,D,"$       80,000.00","$             92,000.00",2014
3595,TOR,Morrow,Justin,D,"$     160,000.00","$           169,562.50",2014
3596,RSL,Mulholland,Luke,M,"$       55,000.00","$             56,250.00",2014
3597,COL,Mullan,Brian,M,"$       48,500.00","$             48,500.00",2014
3598,SJ,Muller,Tommy,D,"$       48,500.00","$             48,500.00",2014
3599,NE,Mullins,Patrick,F,"$       70,000.00","$           100,000.00",2014
3600,KC,Munoz,Victor,M,"$       36,504.00","$             36,504.00",2014
3601,COL,Mwanga,Danny,F,"$     130,000.00","$           171,250.00",2014
3602,KC,Myers,Chance,D-M,"$     160,000.00","$           185,000.00",2014
3603,KC,Nagamura,Paulo,M,"$     220,000.00","$           220,000.00",2014
3604,POR,Nagbe,Darlington,M/F,"$     250,000.00","$           260,000.00",2014
3605,MTL,Nakajima-Farran,Issey,M,"$       90,000.00","$           110,000.00",2014
3606,POR,Nanchoff,Michael,M,"$       48,825.00","$             48,825.00",2014
3607,COL,Nasco,Joe,GK,"$       50,000.00","$             52,693.83",2014
3608,SEA,Neagle,Lamar,M,"$     110,000.00","$           110,000.00",2014
3609,DC,Neal,Lewis,M,"$     100,000.00","$           106,440.63",2014
3610,COL,Neeskens,John,D,"$       42,504.00","$             42,504.00",2014
3611,NE,Neumann,Stephen,M-F,"$       65,000.00","$             86,250.00",2014
3612,NE,Nguyen,Lee,M/F,"$     175,000.00","$           193,750.00",2014
3613,PHI,Nogueira,Vincent,M,"$     330,000.00","$           330,000.00",2014
